primary,alternates,catalogs,common_name,match_type,notes
M104,UGC 5700,Messier | UGC,Galaxie du Sombrero,type_magnitude_match,"Type: Galaxy, Mag: 8.0, Dist: 0.000°"
M104,PGC 4594,Messier | PGC,Galaxie du Sombrero,type_magnitude_match,"Type: Galaxy, Mag: 8.0, Dist: 0.000°"
UGC 5000,PGC 4406,UGC | PGC,NGC 4406,type_magnitude_match,"Type: Galaxy, Mag: 8.6, Dist: 0.000°"
UGC 5200,PGC 4486,UGC | PGC,NGC 4486,type_magnitude_match,"Type: Galaxy, Mag: 8.6, Dist: 0.000°"
UGC 5700,PGC 4594,UGC | PGC,NGC 4594,type_magnitude_match,"Type: Galaxy, Mag: 8.0, Dist: 0.000°"
UGC 5900,PGC 4649,UGC | PGC,NGC 4649,type_magnitude_match,"Type: Galaxy, Mag: 8.8, Dist: 0.000°"
M51,UGC 6400,Messier | UGC,Galaxie du Tourbillon,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.001°"
M51,PGC 5194,Messier | PGC,Galaxie du Tourbillon,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.001°"
M51,PGC 51522,Messier | PGC,Galaxie du Tourbillon,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.001°"
M63,UGC 6300,Messier | UGC,Galaxie du Tournesol,type_magnitude_match,"Type: Galaxy, Mag: 8.6, Dist: 0.047°"
M63,PGC 5055,Messier | PGC,Galaxie du Tournesol,type_magnitude_match,"Type: Galaxy, Mag: 8.6, Dist: 0.047°"
M94,UGC 6000,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.2, Dist: 0.141°"
M94,PGC 4736,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.2, Dist: 0.141°"
M106,UGC 4700,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
M106,PGC 4258,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
UGC 4700,PGC 4258,UGC | PGC,NGC 4258,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
UGC 6000,PGC 4736,UGC | PGC,NGC 4736,type_magnitude_match,"Type: Galaxy, Mag: 8.2, Dist: 0.000°"
UGC 6300,PGC 5055,UGC | PGC,NGC 5055,type_magnitude_match,"Type: Galaxy, Mag: 8.6, Dist: 0.000°"
UGC 6400,PGC 5194,UGC | PGC,NGC 5194,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
UGC 6400,PGC 51522,UGC | PGC,NGC 5194,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
M58,UGC 5400,Messier | UGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.995°"
M58,UGC 5600,Messier | UGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.184°"
M58,PGC 4552,Messier | PGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.995°"
M58,PGC 4579,Messier | PGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.184°"
M59,UGC 5800,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.000°"
M59,PGC 4621,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.000°"
M84,UGC 4800,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.1, Dist: 0.060°"
M84,PGC 4374,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.1, Dist: 0.060°"
M89,UGC 5400,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.123°"
M89,UGC 5500,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.717°"
M89,UGC 5600,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.820°"
M89,PGC 4552,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.123°"
M89,PGC 4569,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.717°"
M89,PGC 4579,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.820°"
M90,UGC 5400,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.787°"
M90,UGC 5500,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.000°"
M90,PGC 4552,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.787°"
M90,PGC 4569,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.000°"
UGC 4900,PGC 4382,UGC | PGC,NGC 4382,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.000°"
UGC 5300,PGC 4501,UGC | PGC,NGC 4501,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.000°"
UGC 5400,PGC 4569,UGC | PGC,NGC 4552,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.787°"
UGC 5400,PGC 4579,UGC | PGC,NGC 4552,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.882°"
UGC 5500,PGC 4552,UGC | PGC,NGC 4569,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.787°"
UGC 5500,PGC 4569,UGC | PGC,NGC 4569,type_magnitude_match,"Type: Galaxy, Mag: 9.5, Dist: 0.000°"
UGC 5600,PGC 4552,UGC | PGC,NGC 4579,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.882°"
UGC 5600,PGC 4579,UGC | PGC,NGC 4579,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.000°"
UGC 5800,PGC 4621,UGC | PGC,NGC 4621,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.000°"
M64,UGC 6100,Messier | UGC,Galaxie de l'Œil Noir,type_magnitude_match,"Type: Galaxy, Mag: 8.5, Dist: 0.697°"
M64,PGC 4826,Messier | PGC,Galaxie de l'Œil Noir,type_magnitude_match,"Type: Galaxy, Mag: 8.5, Dist: 0.697°"
UGC 6100,PGC 4826,UGC | PGC,NGC 4826,type_magnitude_match,"Type: Galaxy, Mag: 8.5, Dist: 0.000°"
M65,UGC 4400,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.123°"
M65,PGC 3623,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.123°"
M65,PGC 3628,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.619°"
M95,UGC 4100,Messier | UGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.245°"
M95,UGC 4200,Messier | UGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.503°"
M95,PGC 3351,Messier | PGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.245°"
M95,PGC 3368,Messier | PGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.503°"
M96,UGC 4100,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.743°"
M96,UGC 4200,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.000°"
M96,UGC 4300,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.767°"
M96,PGC 3351,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.743°"
M96,PGC 3368,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.000°"
M96,PGC 3379,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.767°"
M105,UGC 4200,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.788°"
M105,UGC 4300,Messier | UGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.183°"
M105,PGC 3368,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.788°"
M105,PGC 3379,Messier | PGC,Galaxie elliptique,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.183°"
UGC 4100,PGC 3351,UGC | PGC,NGC 3351,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.000°"
UGC 4100,PGC 3368,UGC | PGC,NGC 3351,type_magnitude_match,"Type: Galaxy, Mag: 9.7, Dist: 0.743°"
UGC 4200,PGC 3351,UGC | PGC,NGC 3368,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.743°"
UGC 4200,PGC 3368,UGC | PGC,NGC 3368,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.000°"
UGC 4200,PGC 3379,UGC | PGC,NGC 3368,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.767°"
UGC 4300,PGC 3368,UGC | PGC,NGC 3379,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.767°"
UGC 4300,PGC 3379,UGC | PGC,NGC 3379,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.000°"
UGC 4400,PGC 3623,UGC | PGC,NGC 3623,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.000°"
UGC 4400,PGC 3628,UGC | PGC,NGC 3623,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.556°"
M66,UGC 4500,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.000°"
M66,PGC 3627,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.000°"
UGC 4500,PGC 3627,UGC | PGC,NGC 3627,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.000°"
M74,UGC 400,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.4, Dist: 0.121°"
M74,PGC 628,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 9.4, Dist: 0.121°"
UGC 400,PGC 628,UGC | PGC,NGC 628,type_magnitude_match,"Type: Galaxy, Mag: 9.4, Dist: 0.000°"
M77,UGC 800,Messier | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.126°"
M77,PGC 1068,Messier | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.126°"
UGC 800,PGC 1068,UGC | PGC,NGC 1068,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.000°"
M81,UGC 3700,Messier | UGC,Galaxie de Bode,type_magnitude_match,"Type: Galaxy, Mag: 6.9, Dist: 0.044°"
M81,PGC 3031,Messier | PGC,Galaxie de Bode,type_magnitude_match,"Type: Galaxy, Mag: 6.9, Dist: 0.044°"
UGC 3700,PGC 3031,UGC | PGC,NGC 3031,type_magnitude_match,"Type: Galaxy, Mag: 6.9, Dist: 0.000°"
M82,UGC 3800,Messier | UGC,Galaxie du Cigare,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.043°"
M82,PGC 3034,Messier | PGC,Galaxie du Cigare,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.043°"
UGC 3800,PGC 3034,UGC | PGC,NGC 3034,type_magnitude_match,"Type: Galaxy, Mag: 8.4, Dist: 0.000°"
M83,UGC 6500,Messier | UGC,Galaxie du Moulinet austral,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.163°"
M83,PGC 5236,Messier | PGC,Galaxie du Moulinet austral,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.163°"
UGC 6500,PGC 5236,UGC | PGC,NGC 5236,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.000°"
M101,UGC 6700,Messier | UGC,Galaxie du Moulinet,type_magnitude_match,"Type: Galaxy, Mag: 7.9, Dist: 0.037°"
M101,PGC 5457,Messier | PGC,Galaxie du Moulinet,type_magnitude_match,"Type: Galaxy, Mag: 7.9, Dist: 0.037°"
UGC 6700,PGC 5457,UGC | PGC,NGC 5457,type_magnitude_match,"Type: Galaxy, Mag: 7.9, Dist: 0.000°"
M102,UGC 6800,Messier | UGC,Galaxie du Fuseau,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.072°"
M102,PGC 5866,Messier | PGC,Galaxie du Fuseau,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.072°"
UGC 6800,PGC 5866,UGC | PGC,NGC 5866,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.000°"
UGC 4000,PGC 3198,UGC | PGC,NGC 3198,type_magnitude_match,"Type: Galaxy, Mag: 10.3, Dist: 0.000°"
M109,UGC 4600,Messier | UGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.075°"
M109,PGC 3992,Messier | PGC,Galaxie spirale barrée,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.075°"
UGC 4600,PGC 3992,UGC | PGC,NGC 3992,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.000°"
C7,PGC 2403,Caldwell | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.017°"
C17,Sh2-49,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C17,Sh2-243,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C17,Sh2-252,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C49,Sh2-49,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C49,Sh2-243,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C49,Sh2-252,Caldwell | Sharpless,Nébuleuse de la Rosette,type_magnitude_match,"Type: Emission Nebula, Mag: 9.0, Dist: 0.000°"
C21,PGC 4449,Caldwell | PGC,Galaxie irrégulière,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.044°"
C52,UGC 185,Caldwell | UGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.056°"
C52,PGC 253,Caldwell | PGC,Galaxie spirale,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.056°"
UGC 35,PGC 55,UGC | PGC,NGC 55,type_magnitude_match,"Type: Galaxy, Mag: 7.9, Dist: 0.000°"
UGC 185,PGC 253,UGC | PGC,NGC 253,type_magnitude_match,"Type: Galaxy, Mag: 7.6, Dist: 0.000°"
UGC 80,PGC 134,UGC | PGC,NGC 134,type_magnitude_match,"Type: Galaxy, Mag: 10.4, Dist: 0.000°"
UGC 1300,PGC 1404,UGC | PGC,NGC 1404,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.000°"
UGC 1600,PGC 1532,UGC | PGC,NGC 1532,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.000°"
C77,PGC 5128,Caldwell | PGC,Galaxie du Centaure A,type_magnitude_match,"Type: Galaxy, Mag: 6.8, Dist: 0.091°"
C80,PGC 5128,Caldwell | PGC,Galaxie du Centaure A,type_magnitude_match,"Type: Galaxy, Mag: 6.8, Dist: 0.091°"
UGC 15,PGC 23,UGC | PGC,NGC 23,type_magnitude_match,"Type: Galaxy, Mag: 12.0, Dist: 0.000°"
UGC 90,PGC 147,UGC | PGC,NGC 147,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.000°"
UGC 130,PGC 185,UGC | PGC,NGC 185,type_magnitude_match,"Type: Galaxy, Mag: 9.2, Dist: 0.000°"
UGC 180,PGC 247,UGC | PGC,NGC 247,type_magnitude_match,"Type: Galaxy, Mag: 9.1, Dist: 0.000°"
UGC 300,PGC 488,UGC | PGC,NGC 488,type_magnitude_match,"Type: Galaxy, Mag: 10.3, Dist: 0.000°"
UGC 500,PGC 772,UGC | PGC,NGC 772,type_magnitude_match,"Type: Galaxy, Mag: 10.3, Dist: 0.000°"
UGC 600,PGC 891,UGC | PGC,NGC 891,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.000°"
UGC 700,PGC 1023,UGC | PGC,NGC 1023,type_magnitude_match,"Type: Galaxy, Mag: 9.3, Dist: 0.000°"
UGC 900,PGC 1300,UGC | PGC,NGC 1300,type_magnitude_match,"Type: Galaxy, Mag: 10.4, Dist: 0.000°"
UGC 1800,PGC 1637,UGC | PGC,NGC 1637,type_magnitude_match,"Type: Galaxy, Mag: 10.9, Dist: 0.000°"
UGC 1000,PGC 1316,UGC | PGC,NGC 1316,type_magnitude_match,"Type: Galaxy, Mag: 8.2, Dist: 0.000°"
UGC 1100,PGC 1365,UGC | PGC,NGC 1365,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.000°"
UGC 1200,PGC 1399,UGC | PGC,NGC 1399,type_magnitude_match,"Type: Galaxy, Mag: 9.6, Dist: 0.000°"
UGC 1400,PGC 1433,UGC | PGC,NGC 1433,type_magnitude_match,"Type: Galaxy, Mag: 9.8, Dist: 0.000°"
UGC 1700,PGC 1566,UGC | PGC,NGC 1566,type_magnitude_match,"Type: Galaxy, Mag: 9.4, Dist: 0.000°"
UGC 2100,PGC 1700,UGC | PGC,NGC 1700,type_magnitude_match,"Type: Galaxy, Mag: 11.1, Dist: 0.000°"
UGC 2200,PGC 1808,UGC | PGC,NGC 1808,type_magnitude_match,"Type: Galaxy, Mag: 9.9, Dist: 0.000°"
UGC 3900,PGC 3115,UGC | PGC,NGC 3115,type_magnitude_match,"Type: Galaxy, Mag: 8.9, Dist: 0.000°"
M1,UGC 2600,Messier | UGC,Région de Taurus,constellation_proximity,"Constellation: Taurus, Distance: 0.000°"
M45,C45,Messier | Caldwell,Région de Taurus,constellation_proximity,"Constellation: Taurus, Distance: 0.000°"
M2,UGC 8400,Messier | UGC,Région de Aquarius,constellation_proximity,"Constellation: Aquarius, Distance: 0.037°"
M3,UGC 6600,Messier | UGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.013°"
M51,UGC 6400,Messier | UGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.001°"
M51,PGC 5194,Messier | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.001°"
M51,PGC 51522,Messier | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.001°"
M63,UGC 6300,Messier | UGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.047°"
M63,PGC 5055,Messier | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.047°"
M94,UGC 6000,Messier | UGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.141°"
M94,PGC 4736,Messier | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.141°"
M106,UGC 4700,Messier | UGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
M106,PGC 4258,Messier | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
C21,PGC 4449,Caldwell | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.044°"
UGC 4700,PGC 4258,UGC | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
UGC 6000,PGC 4736,UGC | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
UGC 6300,PGC 5055,UGC | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
UGC 6400,PGC 5194,UGC | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
UGC 6400,PGC 51522,UGC | PGC,Région de Canes Venatici,constellation_proximity,"Constellation: Canes Venatici, Distance: 0.000°"
M16,C50,Messier | Caldwell,Région de Serpens,constellation_proximity,"Constellation: Serpens, Distance: 0.000°"
M16,C60,Messier | Caldwell,Région de Serpens,constellation_proximity,"Constellation: Serpens, Distance: 0.000°"
M8,C8,Messier | Caldwell,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.000°"
M8,C58,Messier | Caldwell,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.000°"
M8,Sh2-8,Messier | Sharpless,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
M8,UGC 7300,Messier | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
M17,C61,Messier | Caldwell,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.000°"
M17,Sh2-17,Messier | Sharpless,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.059°"
M17,UGC 7500,Messier | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.059°"
M22,UGC 7600,Messier | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.115°"
C8,Sh2-8,Caldwell | Sharpless,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
C8,UGC 7300,Caldwell | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
C58,Sh2-8,Caldwell | Sharpless,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
C58,UGC 7300,Caldwell | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.068°"
C61,Sh2-17,Caldwell | Sharpless,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.059°"
C61,UGC 7500,Caldwell | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.059°"
Sh2-8,UGC 7300,Sharpless | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.000°"
Sh2-17,UGC 7500,Sharpless | UGC,Région de Sagittarius,constellation_proximity,"Constellation: Sagittarius, Distance: 0.000°"
M14,UGC 7100,Messier | UGC,Région de Ophiuchus,constellation_proximity,"Constellation: Ophiuchus, Distance: 0.013°"
M13,UGC 6900,Messier | UGC,Région de Hercules,constellation_proximity,"Constellation: Hercules, Distance: 0.010°"
M92,UGC 7000,Messier | UGC,Région de Hercules,constellation_proximity,"Constellation: Hercules, Distance: 0.000°"
M15,UGC 8000,Messier | UGC,Région de Pegasus,constellation_proximity,"Constellation: Pegasus, Distance: 0.000°"
M27,Sh2-27,Messier | Sharpless,Région de Vulpecula,constellation_proximity,"Constellation: Vulpecula, Distance: 0.005°"
M27,UGC 7800,Messier | UGC,Région de Vulpecula,constellation_proximity,"Constellation: Vulpecula, Distance: 0.005°"
Sh2-27,UGC 7800,Sharpless | UGC,Région de Vulpecula,constellation_proximity,"Constellation: Vulpecula, Distance: 0.000°"
M30,UGC 8200,Messier | UGC,Région de Capricornus,constellation_proximity,"Constellation: Capricornus, Distance: 0.057°"
M31,C31,Messier | Caldwell,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
M31,UGC 165,Messier | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
M31,UGC 170,Messier | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.001°"
M31,PGC 221,Messier | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
M31,PGC 224,Messier | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.001°"
M32,C31,Messier | Caldwell,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.405°"
M32,UGC 165,Messier | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.048°"
M32,UGC 170,Messier | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
M32,PGC 221,Messier | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.048°"
M32,PGC 224,Messier | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
M110,UGC 150,Messier | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
M110,PGC 205,Messier | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
C23,UGC 600,Caldwell | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.092°"
C23,PGC 891,Caldwell | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.092°"
C31,UGC 165,Caldwell | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
C31,UGC 170,Caldwell | UGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.001°"
C31,PGC 221,Caldwell | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.404°"
C31,PGC 224,Caldwell | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.001°"
UGC 150,PGC 205,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
UGC 165,PGC 221,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
UGC 165,PGC 224,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.403°"
UGC 170,PGC 221,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.403°"
UGC 170,PGC 224,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
UGC 600,PGC 891,UGC | PGC,Région de Andromeda,constellation_proximity,"Constellation: Andromeda, Distance: 0.000°"
M33,C33,Messier | Caldwell,Région de Triangulum,constellation_proximity,"Constellation: Triangulum, Distance: 0.000°"
M33,PGC 598,Messier | PGC,Région de Triangulum,constellation_proximity,"Constellation: Triangulum, Distance: 0.108°"
C33,PGC 598,Caldwell | PGC,Région de Triangulum,constellation_proximity,"Constellation: Triangulum, Distance: 0.108°"
UGC 700,PGC 1023,UGC | PGC,Région de Perseus,constellation_proximity,"Constellation: Perseus, Distance: 0.000°"
M36,C37,Messier | Caldwell,Région de Auriga,constellation_proximity,"Constellation: Auriga, Distance: 0.000°"
M81,UGC 3700,Messier | UGC,Région de Ursa Major,constellation_proximity,"Constellation: Ursa Major, Distance: 0.044°"
